13;Вы правы. Я знаю, капитан людей, что вашему недавнему отдыху помешал некий клиск, который передал вам некоторые координаты. Клиск этот послан одним опасным преступником, лидером пиратов, которого мы уже очень давно разыскиваем. Он хочет с вами связаться. От вас требуется пойти ему навстречу. А когда он станет вам доверять — арестовать его самим, либо поспособствовать его аресту. Вот так вот просто.;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
14;Конечно, капитан людей. Приятно было поговорить и приятно будет поработать с вами в будущем. *клиск нажимает на кнопку открытия двери* Принципы. Хорошо, когда у твоего делового партнера они есть…;;;;
;…;-1;;0;unity_klisk_ambassador_visited
15;Наверняка он счел бы рассказавшего ему о таком очень глупым, глупым… существом. *щелчки смеха* А если бы даже и поверил в эти россказни, не имеющие никакой реальной основы под собой, конечно, то ему бы, в свою очередь, не поверил бы уже никто. *клиск чертовски убедителен*;;;;
;Излагайте суть. Полагаю, мне придется вас слушать: документация тут ни к чему.;13;;0;
;Я думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
16;*Клиск всплескивает руками и подлетает к фонтану, щелчки его раздраженные, немного даже злобные. Голос, впрочем, не изменился.* Позор, позор всего нашего  народа. Клиск, сын высокопоставленного члена корпорации «Хаказар»… Он подавал большие надежды, но однажды ограбил отца и улетел в космос. С тех пор о нем известно лишь из криминальных репортов. Его отец был вынужден перейти на более низкий пост, представьте себе! *Клиск щелкает, почти словно цокает языком.* Теперь же его пиратская шайка грабит наши караваны.;;;;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
17;Безусловно. Если он решил, что известный всем своей законопослушностью герой пойдет у него на поводу, кто мы такие, чтобы развуверять его в этом?;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
18;Совершенно точно эти координаты не ведут к его убежищу. Наверняка вас будет ждать какой-то связной. Вас и только вас, никого иного. У нас нет выбора.;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
19;*посол смотрит прямо тебе в глаза* Два слова, капитан людей: не попадайтесь. Вы понимаете, что я имею в виду.;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
20;Если бы все было так просто, мы бы уж что-нибудь придумали, капитан людей. Нужно, чтобы кто-то втерся к нему в доверие, подошел так близко, что дальше некуда, а потом… *клиск хлопает в ладоши* Он нужен нам живым. От преступников такой величины гораздо больше пользы, когда они мечутся и стенают в своих клетках.;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
21;Наемники. Отряды лучших из лучших. Те, что годами работали на корпоративное благо. Наверняка они вам пригодятся, уж тем более если платить за них будет кто-то другой.;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;А почему я? Что ему от меня надо?;23;;0;
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
22;Прекрасно. *клиск довольно щелкает.* Тогда, я полагаю, вы знаете, что надо делать. Я буду с нетерпением ждать вашего рассказа о том, что же было там, куда ведут эти координаты… *Щелчки ускоряются. Смех.* А если ваш рассказ меня порадует — наверняка у меня найдется, чем порадовать вас.;;;;
;Уж не сомневаюсь. Приятно иметь с вами дело, посол. *двинуться к выходу*;-1;;0;unity_klisk_ambassador_visited
23;Кто знает? *клиск задумчиво покачивается на своей гравиплатформе* Может быть, он считает вас достойным сотрудничества. Или достаточно простым для того, чтобы попытаться заставить вас слезть со своей платформы и ползти своим ходом…;;;;
;Опасный преступник, лидер пиратов? Можно подробнее?;16;;0;
;Хм. Он смог заслать кого-то даже сюда... Это вы ему позволили, я так понимаю?;17;;0;
;Почему бы вам самим не разобраться с этим? Я отдам координаты.;18;;0;
;Пойти ему навстречу? Говорите напрямую: что мне можно делать, а чего нельзя?;19;;0;
;Арестовать… Мертвым он вам не нужен?;20;;0;
;О какой награде идет речь? Конкретнее, пожалуйста.;21;;0;
;Мне все понятно. Я согласен.;22;;0;klisk_pirate_quest_accept
;Слишком мутное дело. Я предпочту отказаться. Думаю, вы меня поймете. *двинуться к выходу*;14;;0;klisk_pirate_quest_reject
