11;Даже так? *выслушав твой рассказ о после борков, Джозеф ехидно улыбается* Мягко стелет, да жестко спать. Худший тип политика. Или лучший — для тех, на кого он работает. Задумайтесь, капитан: если он счел нужным показать вам, что они так хорошо разбираются в нашей внутренней обстановке, то насколько же хорошо они осведомлены на самом деле?;earth_diplomat_dialog;;
;Дадите совет?;17;;0
12;Я узнал об этом буквально недавно, когда заходил к послу бродяг отдельно. Мда. Вот уж не знаю, как его называть, ведь он не представляется…;earth_diplomat_dialog;;
;И действительно. Что бы это могло значить?;18;;0
;Это неважно. Что скажете по поводу переданных им данных?;19;;0
13;Неудивительно. *Джозеф разводит руками* У моего зорсанского коллеги очень тяжелый характер. Хотя мне говорят, что это национальная черта его народа… Не беспокойтесь, капитан: к счастью, а может и к сожалению, в будущем нам придется еще иметь с ним дела.;earth_diplomat_dialog;;
;Посол клисков дал мне кое-какое задание…;10;klisk_pirate.started;0
;Посол борков, знаете, такой старый, битый жизнью ветеран. Мы говорили о многом. Даже о нашей колонии.;11;;0
;Посольство бродяг очень необычное. Вы же знаете, что Фиршэ — не посол?..;12;unity_zorsan_ambassador_visited;0
;Интересно, как все-таки садовники сделали свою запись?;14;;0
;Я зашел попрощаться. Мне пора улетать.;15;;0
14;Это спрашивать нужно явно не у меня, капитан. Сказать могу только то, что если этот народ способен на такое, и счел нужным это показать… что же они еще могут? Я думаю, это откровенная демонстрация силы.;earth_diplomat_dialog;;
;И если мы не будем соблюдать конвенцию, то…;20;;0
15;Да, ведь у вас же полным полно других дел. Колония, проблема с Опустошителем… *посол выглядит смущенным* Надеюсь, вы со всем справитесь, капитан.;earth_diplomat_dialog;;
;Я тоже на это надеюсь. Хотите, я передам что-нибудь на Землю от вас?;21;;0
16;*посол загибает второй палец* Второе. Можно ли будет ваши действия воспринять попыткой нарушения конвенции?;earth_diplomat_dialog;;
;Пока я не сделаю ничего серьезного — нет.;22;;0
17;Он говорил вполне дельные вещи, если вы все правильно мне передали, конечно. Я бы сказал вам то же самое, если бы у нас зашла об этом речь. *Джозеф кивает своим словам* Но будет ли он говорить вам такие же дельные вещи в будущем, капитан? Имейте это в виду.;earth_diplomat_dialog;;
;Посол клисков дал мне кое-какое задание…;10;klisk_pirate.started;0
;Посольство бродяг очень необычное. Вы же знаете, что Фиршэ — не посол?..;12;unity_zorsan_ambassador_visited;0
;Я пытался зайти к зорсанам. Меня не пустили.;13;unity_zorsan_ambassador_visited;0
;Интересно, как все-таки садовники сделали свою запись?;14;;0
;Я зашел попрощаться. Мне пора улетать.;15;;0
18;Самое просто объяснение — он действительно скорее часть посольства, чем живое существо, и не видит смысла в полноценном знакомстве. Или у него просто сложный характер. Или он забыл.*задумчиво помолчав, Джозеф добавляет* А может быть, он и вовсе не живое существо, а… искусственный интеллект? Как вы думаете? Способны ли бродяги создать такое?;earth_diplomat_dialog;;
;Не знаю. Вроде бы я еще ни разу не встречался с таким искусственным интеллектом.;23;;0
19;Никакого подвоха. Кто знает — может, это действительно поможет нам… *он замялся* …спастись. Мда.;earth_diplomat_dialog;;
;Посол клисков дал мне кое-какое задание…;10;klisk_pirate.started;0
;Посол борков, знаете, такой старый, битый жизнью ветеран. Мы говорили о многом. Даже о нашей колонии.;11;;0
;Я пытался зайти к зорсанам. Меня не пустили.;13;unity_zorsan_ambassador_visited;0
;Интересно, как все-таки садовники сделали свою запись?;14;;0
;Я зашел попрощаться. Мне пора улетать.;15;;0
20;Именно. *Джозеф кивает. Он понял, что ты хотел сказать.* Радует, что других это тоже касается. Я попытался кое-что узнать про садовников. Вроде бы они не были замечены в отдельных симпатиях к какому-либо народу.;earth_diplomat_dialog;;
;Посол клисков дал мне кое-какое задание…;10;klisk_pirate.started;0
;Посол борков, знаете, такой старый, битый жизнью ветеран. Мы говорили о многом. Даже о нашей колонии.;11;;0
;Посольство бродяг очень необычное. Вы же знаете, что Фиршэ — не посол?..;12;unity_zorsan_ambassador_visited;0
;Я пытался зайти к зорсанам. Меня не пустили.;13;unity_zorsan_ambassador_visited;0
;Интересно, как все-таки садовники сделали свою запись?;14;;0
;Я зашел попрощаться. Мне пора улетать.;15;;0
21;Не стоит. Все-таки я не настолько давно сюда прибыл. Сообщение от меня нехорошо бы смотрелось. Удачи вам. Я думаю, мы скоро увидимся, ведь вам часто придется прилетать в «Единство». *Джозеф протягивает тебе руку*;earth_diplomat_dialog;;
;*пожать руку* В таком случае до свидания, Джозеф. Мне пора на «Аврору-2».;-1;;0
22;Это они решают, что считать серьезным, а что — нет. Впрочем… пожалуй, вы правильно сделали, что согласились. От таких предложений не отказываются.;earth_diplomat_dialog;;
;Так что же мне делать, Джозеф?;24;;0
23;*Джозеф разводит руками*;earth_diplomat_dialog;;
;А что скажете по поводу переданных им данных?;19;;0
24;Действовать по ситуации, капитан. И почаще докладывать обо всем мне.;earth_diplomat_dialog;;
;Посол борков, знаете, такой старый, битый жизнью ветеран. Мы говорили о многом. Даже о нашей колонии.;11;;0
;Посольство бродяг очень необычное. Вы же знаете, что Фиршэ — не посол?..;12;unity_zorsan_ambassador_visited;0
;Я пытался зайти к зорсанам. Меня не пустили.;13;unity_zorsan_ambassador_visited;0
;Интересно, как все-таки садовники сделали свою запись?;14;;0
;Я зашел попрощаться. Мне пора улетать.;15;;0
