0;*Тоже большая круглая зала, пусть и поменьше, чем предыдущая. В центре - большой металлический обелиск, вокруг которого стоят несколько бродяг, из затылков которых в этот обелиск отходят толстые провода. Все бродяги из персонала присоединены кабелями к своим постам: у других бродяг такого нет. Интересно, могут ли эти кабеля вытягиваться? Меж тем, кабинета посла сразу и не увидать. Похоже, что нужно проконсультироваться с одним из стоящих вокруг обелиска бродяг.*;;
;Хм. На самом деле мне это что-то напоминает… тем не менее. А что у бродяг?;27;;0;;
27;Самое интересное, капитан людей, самое интересное. Наша история ведётся с момента поселения на Мазершип. *Перед тобой возникает миниатюрная модель мазершипа бродяг.* Не одну тысячу лет мы жили в нём, сперва считая его всем нашим миром, потом - выйдя за его пределы... Всё это время мы верили в Пожиратель.;;
;Мне не совсем понятно. Как вы могли считать Мазершип единственным местом, где существует жизнь, если вы прибыли на него на космических кораблях?;28;;0;;
;Минутку. Верили в Пожиратель, даже не зная, что он есть?;29;;0;;
;Дальше?;30;;0;;
28;Более того, мы его достраивали. *В голосе звучит согласие.* Тем не менее, именно Мазершип мы мнили единственным приспособленным для жизни местом, считая остальной космос пустым и бесплодным. Слишком долго бродяги летели на своих кораблях оттуда, откуда они летели. Сменилось не одно поколение. На кораблях проходили войны и восстания. Мы многое, очень многое забыли.;;
;Минутку. Верили в Пожиратель, даже не зная, что он есть?;29;;0;;
;Дальше?;30;;0;;
29;Да. И даже ранние описания Пожирателя настораживают. Они слишком правдоподобны. Слишком похожи на то, какой он есть на самом деле. Конечно, вы можете сказать, что может быть наши предки, летя на своих кораблях к Мазершипу, случайно наткнулись на Пожиратель в одной из систем. Но, нет. Согласно нашим данным, уже даже тогда их религия строилась вокруг такого Пожирателя, который известен нам сейчас. Так что... Вера здесь - не совсем верное слово. Верить можно в то, чьё существование не доказано. Нельзя "верить" в непреложный факт. Мы знали, что Пожиратель существует.;;
;Мне не совсем понятно. Как вы могли считать Мазершип единственным местом, где существует жизнь, если вы прибыли на него на космических кораблях?;28;;0;;
;Дальше?;30;;0;;
30;Вы не сможете уничтожить Пожиратель, я вам это уже сказал. Но… Может быть… *В голосе неуверенность. Интересно, он действительно это ощущает, или говорит в таком тоне специально, чтобы звучать более живым?* Вы, капитан людей, со своими упорством и талантом к поиску приключений, может быть вы смогли бы понять истинную суть Пожирателя, найти место, откуда он прибыл, или даже тех, кто его сделал? Это наверняка помогло бы спасти вашу планету.;;
;…и пролить свет на историю Бродяг.;31;;0;;
31;Именно. Я готов предоставить вам всю нужную информацию, поиски свои вы начнёте не с нуля.;;
;То есть у вас есть зацепки? Почему вам тогда самим не заняться этими поисками?;32;;0;;
;Если бы даже я хотел отказаться, мне не позволила бы ответственность перед моей планетой. Что мне нужно знать?;33;;0;;
32;Политическая обстановка не позволяет нам конфликтовать с фундаменталистами, для которых подобные исследования - прямое оскорбление их религиозных чувств. Нужен кто-то сторонний.;;
;Если бы даже я хотел отказаться, мне не позволила бы ответственность перед моей планетой. Что мне нужно знать?;33;;0;;
33;Мы не сумели понять о Пожирателе многое, кроме того, что построили его Строители - могущественный народ, который жил в этой части Вселенной незадолго до нас. Не настолько незадолго, чтобы мы их застали, но настолько, чтобы от них много чего осталось. Иногда мы находим артефакты их цивилизации на тех или иных планетах. Иногда - развалины их городов. Изучение всего оставшегося позволяет точно сказать: строители не вымерли. Строители куда-то ушли. Мигрировали всем своим народам... куда-то, зачем-то оставив здесь Пожиратель.;;
;Строители? Кажется, я что-то о них слышал.;34;;0;;
;Артефакты?;35;;0;;
;Развалины?;36;;0;;
;Опустим подробности. С чего конкретно мне начать?;37;;0;;
34;Все о них слышали. Особенно зорсаны: ведь именно на своей планете они нашли больше всего древних артефактов.;;
;Артефакты?;35;;0;;
;Развалины?;36;;0;;
;Опустим подробности. С чего конкретно мне начать?;37;;0;;
35;Чаще всего имеющие лишь культурную или историческую ценность, но порой удавалось находить необычные механизмы или даже оружие… Сейчас оно, конечно, безнадёжно устарело, но до сих пор находятся те, кто используют его на своих кораблях. Чаще всего это пиратские капитаны борков. Они считают, что оружие Строителей приносит им удачу.;;
;Строители? Кажется, я что-то о них слышал.;34;;0;;
;Развалины?;36;;0;;
;Опустим подробности. С чего конкретно мне начать?;37;;0;;
36;Они встречаются очень редко и бывают разными. Иногда это останки древних городов. Иногда - какие-то военные сооружения… на некоторых из них даже функцинировали защитные системы, капитан людей. *Обеспокоенность.* Будьте осторожнее.;;
;Строители? Кажется, я что-то о них слышал.;34;;0;;
;Артефакты?;35;;0;;
;Развалины?;36;;0;;
;Опустим подробности. С чего конкретно мне начать?;37;;0;;
37;Я перешлю на ваш корабль координаты четырёх объектов. Это - наиболее хорошо сохранившиеся развалины городов Строителей, их местонахождение доселе было засекречено. Вам предстоит изучить их, и, возможно, что вам удастся понять, что делать дальше.;;
;А если не удастся?;38;;0;;
38;*Сухость, никакого изменения эмоций в голосе.* Недостаток удачи или недостаток рвения: что лучше?;;
;Понятно. Что же, пересылайте свои координаты.;39;;0;;
39;Я рад, что мы договорились. И помните, капитан людей: не забудьте, нам нужны данные! Данные о том, что есть Пожиратель, о том, как он связан с нами! *Молчание. Затем голос посла добавляет.* Сделка хороша соблюдением условий.;;
;Буду надеяться, что мы оба это запомним. До свидания, посол.;-1;;0;;
