;Нет, ничего такого. Все уже закончено. Мне пора идти.;-1;;;
;Очень важное дело. Зорсаны собираются напасть на мою планету. Через два года, но все равно, без помощи мы не справимся. Нам нужна ваша поддержка.;28;zorsan.war_preparations;;
27;Я пошлю к нему курьера. У вас что-то еще?;;;;
;Нет, ничего такого. Все уже закончено. Мне пора идти.;-1;;;
;Очень важное дело. Зорсаны собираются напасть на мою планету. Через два года, но все равно, без помощи мы не справимся. Нам нужна ваша поддержка.;28;zorsan.war_preparations;;
28;*Машина почти не гудит. Хур отвечает сразу.* Нет. Мы не можем позволить себе развязать новый конфликт с зорсанами.;;;;
;Но послушайте, если вы не поможете, то вы потеряете потенциально прибыльную возможность сотрудничества!;29;;;
29;И сведу к минимуму риск нового конфликта с сильным противником.;;;;
;А вы не думали, что конфликт неизбежен? После нас зорсаны могут напасть на вас.;31;;;
31;*Хур открывает рот, но тут же его закрывает. Медленно машина начинает гудеть, бурлить, моргать. Длится это долгих пять минут. Хура прилично так потрясывает. Красный костюм на животе легонько подрагивает от сильного пульса.*;;;;
;…;32;;;
32;*Наконец он отвечает. Говорит очень медленно.* Шанс… Возможность… этого… есть. Мало информации. Нам нужно больше. И если вы хотите добиться нашего окончательного решения, эту информацию должны добыть вы.;;;;
;Мы уже добыли эту информацию.;1;rogues.zorsan_data;;
;Я не против, но как? Добыть информацию — слишком простое выражение для данного случая.;33;;;
33;Объекты зорсан располагают ей. Корабли. Важно лишь то, что пропажа данной информации и возможный вред в отношении объектов из списка спровоцируют уменьшение сроков нападения. Кроме того, если данная информация не будет содержать данных, свидетельствующих об угрозе нападения на нас, то мы будем вынуждены вам отказать.;;;;
;Ого. Ничего еще упомянуть не хотите?;34;;;
34;В случае вашей неудачи мы будем все отрицать. ;;;;
;Само собой. Посмотрим, сможем ли мы что-то найти.;-1;;;zorsan.quest
100;Отлично. С вас ${rogues.fine} кредитов;;;;
;Вот, пожалуйста.;-1;;100;
;Пожалуй, мы заплатим в следующий раз.;-1;;;
200;*писк машины и тихий голос Хура* Координаты?..;;;;
;Их уже пересылают.;203;;;
;Погодите. Я хотел бы некоторой награды за свою помощь.;201;;;
201;Клянусь Пожирателем, вы считаете меня борком? Сначала информация, потом деньги. ;;;;
;Черт. Ладно. Пересылаю.;203;;;
;Э, нет. Сначала деньги — потом информация.;202;;;
202;Недоверие… Отказ… *Хур закрывает глаза, машина перестает мигать и пищать. Бродяга дышит, но на внешние раздражители не реагирует. Видимо, лучше навестить его в другой раз.*;;;;
;…;-1;;;
203;Помощь отправлена. Вас… отблагодарят. ;;;;
;А каков размер благодарности?;204;;;
204;*Хур не отвечает. И, видимо, не собирается.*;;;;
;…;-1;;200;
205;*Загадочная машина резко перестает пищать. Лицо Хура вздрагивает.* Вы… да… спасли… *Хур морщится* Что вы хотите взамен?;;;;
;Взамен? Нет, ничего не надо. Я просто спас ваших сородичей.;-1;;201;
;Какой у вас правильный подход! Я не отказался бы от денег.;206;;;
206;*Черты лица Хура смягчаются. Но он все равно хмур.* Пять кредитов. Больше… нет.;;;;
;Ну, это лучше, чем ничего. Был рад нашему сотрудничеству. Желаю удачи.;-1;;202;
207;Болезнью? Боюсь, что не смогу вам помочь. Физиология наших видов слишком разная, наша медицина будет бесполезна для вас. Вам стоит обратиться к клискам, они гораздо больше интересуются другими видами, чем мы.;;;;
;Понятно.;-1;;;
