21;Oh, you're speaking about culture. When I hear that word, I reach for my gun. How would that be profitable, pray tell? That's a good question. What is the benefit of a cooperation between someone weak and someone strong? Between your people and mine?;;
;I'd choose my words more carefully if I were you. Strong and weak, that's a very harsh comparison. Humans are a pretty developed people. And you would benefit from an alliance with us, be it peaceful or military.;6;
;I'll let your insult slide. Only the cooperation between two unequal parties is truly productive. It's great motivation for both of them.;19;
;Your gun? Funny. You completely dismiss the value of cooperation between two different cultures, even though it affects every aspect of life. Technology included.;22;
22;Oh, come on now! You're trying to work with high concepts, but that's just empty words! *A phone rings, or something that acts like one here. The Zorsan listens intently, then hangs up. After that, he walks up to the window and opens it. The inside becomes very noisy, just like the street. A rank stench of something burning fills the room.*;;
;…;7;
23;Oh! You've done your homework. *The Zorsan laughs.* Yes, you could call that a reason... the Borks. Fools and imbeciles. And about Klisks and Rogues... What? Do their looks not offend the eye? Are their customs and way of life not strange? ;;
;What are you hinting at?;24;
24;What do you think? There is an obvious reason. And it is simple: we are better. Better than the Borks, 40% of whom are idiots and fools. Better than the Klisks, the gut-legged creatures following some stupid... Code! Better than the Rogues, whose central object of worship is - just think about this! - The Obliterator!;;
;The Borks are fools and imbeciles?;25;
;The Klisk Code?;26;
;The Obliterator? What is it?;27;
;All right, enough! I'm tired of listening to this. This is the definition of chauvinism!;28;
25;Forty percent. It's something genetic. I call it the brand of their fate, you know.;;
;The Klisk Code?;26;
;The Obliterator? What is it?;27;
;All right, enough! I'm tired of listening to this. This is the definition of chauvinism!;28;
26;The Code of Commerce. A thing that couldn't have been created naturally. A people stupid enough to allow external influence is worthy only of contempt.;;
;The Borks are fools and imbeciles?;25;
;The Obliterator? What is it?;27;
;All right, enough! I'm tired of listening to this. This is the definition of chauvinism!;28;
27;Oh, you don't know? You're so… You'll find out. Some day. Or maybe you won't, that won't surprise me.;;
;The Borks are fools and imbeciles?;25;
;The Klisk Code?;26;
;All right, enough! I'm tired of listening to this. This is the definition of chauvinism!;28;
28;Oh. Just like I suspected. You've already categorized yourself as the worst, despite my never having said th- *He is interrupted with a call from a device that is essentially a phone. The Zorsan picks up the receiver and says something into it. Having hung up, he says.* Well, now it's all sorted out. *He walks up to the window and opens it. The room is immediately filled with noise from the street and the stench of something burning.*;;
;…;7;
