12;Взаимодействовать. Шар. Терминал. Необходимость. Легко. Дружба. Любовь. Связь. Отношения.;energy_sphere_dialog
;Дружба? Любовь? Ты влюбился в мой терминал?;13
13;Нет. Дружба. Любовь. Связь. Отношения. Необходимость.;energy_sphere_dialog
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;12
;Я хочу, чтобы ты покинул мой корабль.;14
;Почему ты не можешь общаться с нами без посредников?;16
;*выдернуть спицу из клиска*;17
14;Терминал. Я. Терминал. Я. Связь.;energy_sphere_dialog
;То есть где терминал, там и ты. А если я выкину его в открытый космос?;15
15;Терминал. Я. Терминал. Я. Связь.;energy_sphere_dialog
;Хорошо. Значит, мой корабль ты покидать отказываешься. А если я причиню тебе вред?;18
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;12
;Почему ты не можешь общаться с нами без посредников?;16
;*выдернуть спицу из клиска*;17
16;Разные.;
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;11
;Я хочу, чтобы ты покинул мой корабль.;14
;*выдернуть спицу из клиска*;17
17;*Терминал перестает моргать. Шар перестает рябить. Клиск беспорядочно, панически щелкает, но очень быстро перестает. Быстро-быстро, из другого отделения своей платформы, он достает какой-то полный шприц. Всаживает его себе прямо в то место, откуда ты выдернул спицу. Щелчки облегчения.* Вы довольны, капитан?;energy_sphere_dialog
;Да.;21
;Я не узнал ничего полезного. ;22
18;Ха. Ха. Ха. Ха. Ха.;energy_sphere_dialog
;Ты издеваешься?;19
19;Да.;energy_sphere_dialog
;А если я пристрелю этого клиска?;20
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;11
;Я хочу, чтобы ты покинул мой корабль.;14
;*выдернуть спицу из клиска*;17
20;Ха. Ха. Ха. Ха. Ха. Дурак. *Никаких эмоций. Не похоже на оскорбление.*;energy_sphere_dialog
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;11
;Я хочу, чтобы ты покинул мой корабль.;14
;*выдернуть спицу из клиска*;17
21;В таком случае вы потратили ваши деньги не зря. *клиск деловито собирается, упаковывает технику назад в платформу*;
;Это было не больно?;23
;Было приятно с вами работать.;26
22;Жаль, но я вас предупреждал, капитан людей.  *клиск деловито собирается, упаковывает технику назад в платформу* Ничего не поделаешь.;
;Это было не больно?;23
;Было приятно с вами работать.;26
23;Вы о сеансе перевода? Нет, что вы. Было неприятно, но болью это назвать нельзя.;
;Что это было? Почему шар говорил через вас?;24
;Было приятно с вами работать.;26
24;Все весьма просто. *клиск уже окончательно собрался и довольно щелкает* Шар воспринимает этот мир не так, как воспринимаем его мы. Чтобы он мог с вами общаться, я всего лишь… пропустил его через себя. Пожалуй, можно выразиться и так.;
;А поподробнее?;25
;Очень интересно, но… В общем, было приятно с вами работать.;26
25;Нельзя. *все те же довольные щелчки, но видно, что больше разглагольствовать клиск не намерен*;
;Понятно. В общем, было приятно с вами работать.;26
26;Конечно. Мне тоже было приятно.;
;…;-1
