;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
16;*Нет, ну ты издеваешься! Ноль реакции со стороны шара.*;engergy_sphere_dialog;;;
;*выстрелить в восьмой раз*;17;;;
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
17;*патроны кончились. И не надейся, что у тебя есть еще*;engergy_sphere_dialog;;;
;Нет, у меня есть еще!;18;;;
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
18;*все вокруг смотрят на тебя с испугом и брезгливым удивлением. Еще бы! Капитан только что расстрелял вникуда семь патронов, и теперь говорит с пустотой. Ладно. С шуточками пора заканчивать*;;;;
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
19;*ты ощущаешь словно бы вязкий туман на пальцах, но это чувство быстро проходит. Рука даже ничем не пахнет*;engergy_sphere_dialog;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;*сунуть руку в шар и задержать ее там подольше*;20;;;
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
20;*вязкий туман и больше ничего. Ты вытаскиваешь руку, и ощущение сразу пропадает*;engergy_sphere_dialog;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;А что показывают приборы, помещенные в это существо?;21;;;
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
21;"*отвечает один из ученых. Какой-то несколько аляповато одетый старик, с очень молодыми глазами* Мы фиксируем лишь стандартные поведенческие реакции, капитан. Это лишь доказывает что оно - живое; больше мы ничего не выяснили.";;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;И что же мне скажете лично вы?;22;;;
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
22;Эм… *старик смущен. Он нервно теребит седую прядь, поправляет шарф и шляпу… а разве так одеваются ученые? Только подумать! Доктор наук, а выглядит как какая-то деревенщина* Честно говоря, это лишь мои догадки. И я могу быть не прав, но… Мне кажется, что это какая-то иная форма жизни. Настолько иная, что мы просто не можем до нее достучаться. *сразу же после этой фразы, в толпе ученых начинается оживленная дискуссия, понемногу переходящая сначала в интеллектуальный гвалт, а затем - в очень умное кудахтанье.*;;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;Слушайте, господа, если этот шар неровно дышит к нашему терминалу, то просто отключите его - может тогда эта дрянь улетит?;23;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
23;*в стане ученых воцаряется мертвая тишина. Гордон говорит за всех* Но… но там же сейчас проводятся исследования! Это же полностью порушит всю нашу работу! Расчеты, записи, наблюдения… Нам придется начинать всё заново!;;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Стоп. А если это существо нам что-то испортит? Что-то серьезное?;24;;;
;Мдааа… Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
24;*определенного ответа нет. Ответственность, как обычно, лежит на самом главном*;;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Отключайте терминал! Это приказ.;25;;;
;Ладно, черт с вами. Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
25;*Гордон лично отключает главный исследовательский терминал. Как только сервер перестает мигать огоньками, по шару сразу же проходит легкая, но видимая глазу дрожь. Он быстро отлетает сначала в сторону, а потом вверх. Кажется, сейчас он улетит.*;;;;
;Ну вот видите!;26;;;
26;*и они видят. Видят, что шар снова присасывается к терминалу, после чего терминал снова включается. Лицо Гордона вытягивается, он подскакивает к задней панели, и быстро выдирает все кабеля питания, которые только можно выдрать руками. Бесполезно. Терминал запускается и снова начинает обработку данных*;engergy_sphere_dialog;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Так. Судя по всему, это существо запитывает терминал.;27;;;
;Вижу, это было бесполезно. Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?;-1;;;
27;*Гордон кивает. Ученые молчат. Солдаты смотрят на терминал с каким-то религиозным благоговением*;;;;
;*достать пистолет, и выстрелить в шар*;10;!sphere_shoot;;sphere_shoot
;*провести сквозь шар рукой*;19;!sphere_touch;;sphere_touch
;Черт возьми. Определенно, нам нужно разузнать что-нибудь об этой заразе. Вот только у кого?.. Ладно, я обдумаю это в своем кабинете. А пока - выставьте здесь дозор.;-1;;;
