;You barely trade with them? At the trade stations in your planet's orbit they told me something completely different. Borks sell you weapons, the Rogues sell you augmentations.;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used
;You're wrong.;7;!disagreement_used;0;disagreement_used
;You do understand there's a reason they make decisions like that on Earth?;10;!pressure_used;0;pressure_used
;Rich, you're forgetting yourself. I think you've forgotten who you are and what your place is.;11;!pressure_used;0;pressure_used
;So what have you decided?;-1;replace_condition;0;
6;We all make mistakes, Captain. I understand. You were just doing your job. *Secretary Manager's eyes are cold and serious.*;;;;
;My people have helped you many times. I've sent them here personally.;1;!colony_help_used && colony_help;0;colony_help_used
;You barely trade with them? At the trade stations in your planet's orbit they told me something completely different. Borks sell you weapons, the Rogues sell you augmentations.;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used
;You're wrong.;7;!disagreement_used;0;disagreement_used
;You do understand there's a reason they make decisions like that on Earth?;10;!pressure_used;0;pressure_used
;Rich, you're forgetting yourself. I think you've forgotten who you are and what your place is.;11;!pressure_used;0;pressure_used
;So what have you decided?;-1;replace_condition;0;
8;*Rich shakes his head, disappointed.* Captain... that's stupid. I repeat, almost everything we have we were forced to buy from the aliens. We can't survive without it. That's why we need to trade with them.;;;;
;My people have helped you many times. I've sent them here personally.;1;!colony_help_used && colony_help;0;colony_help_used
;You barely trade with them? At the trade stations in your planet's orbit they told me something completely different. Borks sell you weapons, the Rogues sell you augmentations.;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used
;You're wrong.;7;!disagreement_used;0;disagreement_used
;You do understand there's a reason they make decisions like that on Earth?;10;!pressure_used;0;pressure_used
;Rich, you're forgetting yourself. I think you've forgotten who you are and what your place is.;11;!pressure_used;0;pressure_used
;So what have you decided?;-1;replace_condition;0;
9;People? Hah... Yeah. I have to admit you're right about this one. Without the military regulars from Earth, we'd have it much worse... But even they are forced to use what the aliens sell to us. Even though you're right, Captain, you're not completely right. But I'm still ready to admit I was wrong.;;;;
;My people have helped you many times. I've sent them here personally.;1;!colony_help_used && colony_help;0;colony_help_used
;You barely trade with them? At the trade stations in your planet's orbit they told me something completely different. Borks sell you weapons, the Rogues sell you augmentations.;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used
;You know, I worked at one of the town hall service terminals last night accidentally... I know you're still selling processed materials under the table. And lots of them.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used
;You're wrong.;7;!disagreement_used;0;disagreement_used
;You do understand there's a reason they make decisions like that on Earth?;10;!pressure_used;0;pressure_used
;Rich, you're forgetting yourself. I think you've forgotten who you are and what your place is.;11;!pressure_used;0;pressure_used
;So what have you decided?;-1;replace_condition;0;
