;"""I'm not saying it's not. But you don't evolve, if you're right.""          ß íå îòðèöàþ. Íî âåäü âû, åñëè òåáÿ ïîñëóøàòü, íå ðàçâèâàåòåñü.""";14;;;
14;"""Why evolve? We just…""";;;;
;"""Nevermind, I know what you were going to say: you roll around.""";15;;;
15;"""Yes!""";;;;
;"""Who controls you? Do you have a leader?""";3;;;
;"""So you just live like that? You roll around and… nothing else? Like wild animals?""";6;;;
;"""I don't get it, do you have houses, cities… any kind of civilization?""";9;;;
;"""You don't work the land, you don't mine resources, you don't live in tribes. It's very hard for me to process.""";12;;;
;"""I see. Let's talk about something else.""";999;;;
16;"""What is there to say? I am I. That is all.""";;;;
;"""So what are you? What do you call yourselves? For example, we call ourselves people.";17;;;
;"""Okay. You are you. Do you have a family?""";19;;;
;"""In the last conversation you said you multiply through division. Did I understand you correctly?""";26;;;
;"""Got it. Let's talk about something else.""";999;;;
17;"*There is no answer for a long time, but it finally appears after that. First the world is untranslated, but then the translator manages to do it.* ""People."" *The translator gives you a helpful fact: every people's autonym can be translated as ""people.""* ""And you are... HUMAN. I understand.""";;;;
;"""Ahem. I see. In that case, I'll call you rocks.""";18;;;
18;"""HUMANS and ROCKS. I like it.""";;;;
;"""So what are you? What do you call yourselves? For example, we call ourselves people.";17;;;
;"""Okay. You are you. Do you have a family?""";19;;;
;"""In the last conversation you said you multiply through division. Did I understand you correctly?""";26;;;
;"""Got it. Let's talk about something else.""";999;;;
19;"""What is family?""";;;;
;"""Uhm… You could call it a voluntary union of two creatures created for domestic partnership, to bring up children, because of love.""";20;;;
20;"""What is children?""";;;;
;"""Small creatures of your species. You know what a species is, right?""";21;;;
21;"""I know. But I'm small and I'm not children. I am I. Then I become bigger, like others, and still am I. But nevermind. I understand small bugs are not like big bugs. And what is love?""";;;;
;"""Oh. It's hard to explain. A deep connection to something or someone.""";22;;;
22;"""Hm. I'm connected to this."" *Obviously the rock means the science terminal.* ""Are we in love?""";;;;
;"""No, you didn't understand me. If you felt tender emotions to the terminal, it would have been love. But as it is, you're just connected.""";23;;;
23;"""Tender emotions?""";;;;
;"""Damn, it's so hard… don't ask me what ""damn"" means. Tender emotions... okay, let's put it this way: it's a strong connection to something, a desire for something. When you feel it, you're happy.""";24;;;
24;"""What is happy?""";;;;
;"""Okay. That's it."" I better ask Gordon to do it, I can't.";25;;;
25;*The rock waits.*;;;;
;"""So what are you? What do you call yourselves? For example, we call ourselves people.";17;;;
;"""Okay. You are you. Do you have a family?""";19;;;
;"""In the last conversation you said you multiply through division. Did I understand you correctly?""";26;;;
;"""Got it. Let's talk about something else.""";999;;;
26;"""What? Yes. Someone divides and there are two different ones. One is him, the other is not him.""";;;;
;"""And how does that happen?""";27;;;
27;"""Just crrrack! And that's it.""";;;;
;"""Strange, but I imagined it all very clearly… ahem… okay. Let's talk about something else.""";25;;;
28;"""Yes, I know. What do you want to know?""";;;;
;"""What is it like, your planet? Tell me about it.""";29;;;
;"""What is your planet called?""";31;;;
;"""Except for you, only those bugs live on your planet?""";33;;;
;"""I see. Let's talk about something else.""";999;;;
29;"""Big. Who rolls far, does not come back. There is high ground, normal ground, low ground.""";;;;
;"""I got you. Is that it? You don't know anything else?""";30;;;
30;"""I never roll far. Yes. Why? Don't know.""";;;;
;"""Okay. There's something else.""";28;;;
31;"""What? Nothing. Why? What is yours called?""";;;;
;"""We call it Earth.""";32;;;
32;"""Earth?"" *Untranslated random symbols. Laughter?* ""Really, Earth? Strange name!""";;;;
;"""Better than nothing.""";28;;;
33;"""Yes. Small. Crunch when you roll over them. No one else.""";;;;
;"""What a weird ecosystem.""";34;;;
34;"""Under the ground, others. They don't roll out onto the surface. If they don't want to, it's their business.""";;;;
;"""And no one else? I see. I'll ask you something else.""";28;;;
35;"""I'm tired… but it was good. I… I think I understand you. A bit.""";;;;
;"""I think that's good.""";36;;;
36;"""That's right… good…"" *The screen goes dark. There are no new lines. The rock is asleep.""";;;;
;…;-1;;1;
