;"Ох, да ладно-ладно… ""Привет""";19;;
;"И вот так всегда! ""Эй, проснись!""";28;;
36;"""Что?""";;;
;"""Очень высоко.""";38;;
;"""Небо.""";37;;
37;"""Нет. Нет. Не он.""";;;
;"""Очень высоко.""";38;;
38;"""Очень высоко… Очень высоко. Выше катательных. Выше пустоты с таракашками. Выше… Очень высоко."" *Непереведённых символов почти уже и не осталось: всего пара строчек. Более камень ничего не говорит. Один из клисков, приблизившись к терминалу, мягко констатирует.* Взгляните, капитан людей: альфа-ритмы этого существа существенно изменились. Оно устало и спит.";;;
;Но мы ни о чём и не поговорили!;39;;
39;Вы бы и так не поговорили. Не со всеми существами возможно полноценно общаться сразу. Вы должны узнать его, оно должно узнать вас, и, конечно, переводчик должен адаптироваться под разницу ваших восприятий. Вы задали курс адаптации и теперь существо будет лучше понимать вас. Но до полноценного общения вам ещё далеко.;;;
;И сколько же мне придётся ждать?;41;;
41;*Клиск иронично щёлкает.* Не ждать, нет, капитан людей! Это труд, тяжёлый труд! Вам предстоит самому, по сути, обучать это существо, понемногу переходя к всё более сложным и сложным темам! Сколько времени это займёт, зависит только от вас… ;;;
;Похоже, мне придётся побыть учителем. Доставьте эту штуку на Аврору, и поаккуратнее!;43;;
43;Мы будем надеяться, что вы справитесь с этим, капитан людей. Задача вам предстоит не простая.;;;
;Я это уже понял. Давайте… где там у вас пристыкован мой шаттл?;-1;;1
