21;Вам ее предоставят.;;;
;….;22;;
22;*и действительно - предоставляют. Уже через несколько минут, с Авроры пересылают необходимый Элороа пакет информации. Трудно даже представить, сколько в нем данных. Элороа просматривает ег омельком, читая только самое главное, но все равно это занимает сорок минут, за которые ты успеваешь протереть стул задницей* Хм.... Кха! Ага.... Ну, что же. *Элороа улыбается, чертовски довольный собой* Смысл в сотрудничестве определено есть. Мы сможем многого добиться. особенно, если землян представляют такие как вы.;;;
;Это издевательство, или положительный ответ?;23;;
23;Что вы! Вам стоит гордиться собой! Вы добились впечатляющего…. Кха! Результата!;;;
;В таком случае, я рад, что мы теперь будем сотрудничать.;11;;
24;Да. Нет. Да. Я же сказал, найдите! Что? Я похо- *очень резко для своей комплекции, Элороа оборачивается, и смотрит на тебя. Он бросает в трубку* Позвоните мне через…. Кха! Десять минут. *и кладет ее на место* Капитан землян, у меня к вам предложение.;;;
;Я весь внимание.;25;;
25;*Элороа отпивает из стакана* У нас небольшая проблема. Небольшой торговый флот, который должен был отправиться час назад, некому охранять. *морщится* Тупой сопровождающий борк, по пути сюда влез в драку, и угодил в атмосферу планеты на сверхтяжелом крейсере…. Ни крейсера, ни борка не осталось.;;;
;Вы хотите, чтобы флот сопроводил я? Моя Аврора не тянет на сверхтяжелый крейсер, господин Эролоа.;26;;
26;Это неважно. Шанс нападения очень мал. Вы согласны? Можете отказаться…. Кха! Я вас не заставляю. ;;;
;У меня полно других дел, господин Эролоа. Вынужден ответить отказом.;27;;
;Нет, что вы. Конечно, я вам помогу.;35;;
27;О, конечно-конечно. Кто я такой, чтобы вас заставлять? *Эролоа звонит по телефону* Ищите сами. Да. *кладет трубку* Полагаю, мы все уладили, капитан землян. У вас что-то еще? Говорите, не стесняйтесь.;;;
;Нет, все что надо мы с вами уже обсудили. Мне пора идти.;-1;;
;Да. Есть кое-что. Относительно недавно, на орбите моей планеты расположился торговый бот, который изрядно портит связь в очень больших масштабах. Я узнал, что он - собственность компании Хаказар. Я не знаю, к кому еще обратиться. Вы можете мне помочь?;28;klisk_trader_drone.communicated;
;Очень важный вопрос. Зорсаны готовятся напасть на мою планету. Это произойдет не сегодня и не завтра, впереди почти два года… но все равно. Между нами огромная разница в развитии. Моей планете нужна помощь, иначе мы проиграем.;31;zorsan.war_preparations;
28;О. Жаль…. Кха! Жаль…. Я не могу вам помочь. *на лице Эролоа мировая скорбь* Мое официальное место работы - компания Вортангу. В дела Хаказара я не имею права лезть.;;;
;И что же мне делать?;29;;
29;Знаете…. *Элороа взмахивает рукой* Я постараюсь вам помочь. Это будет трудно, но…. *он улыбается* Зайдите ко мне через месяц. ;;;
;О, конечно. Благодарю.;30;;
30;У вас что-то еще?;;;
;Очень важный вопрос. Зорсаны готовятся напасть на мою планету. Это произойдет не сегодня и не завтра, впереди почти два года… но все равно. Между нами огромная разница в развитии. Моей планете нужна помощь, иначе мы проиграем.;31;zorsan.war_preparations;
;Нет, все что надо мы с вами уже обсудили. Мне пора идти.;-1;;
31;*Эролоа задумывается. Одним махом опустошает стакан, и далее долго кашляет*;;;
;….;32;;
32;*все еще кашляет*;;;
;Вам помочь?;33;;
33;*отрицательно машет головой, и кашляет* Нет. Не касаемо помощи мне…. Кха! Хотя и тут тоже нет. Мы не можем вам помочь, капитан землян. Простите.;;;
;Но нам действительно нужно хоть что-нибудь. Ведь после нас, зорсаны могут приняться и за вас.;34;;
;Печально. В таком случае - покидаю вас.;-1;;
34;*Эролоа улыбается* Не примутся. Капитан, не тратьте мое время.;;;
;Печально. В таком случае - покидаю вас.;-1;;
35;Это просто замечательно. В таком случае… позвольте…. *Эролоа опять отворачивается к телефону* Господа, я нашел вам охранника. Нет, умный. Не борк. Нет, это не бродяга. Люди. Кха! Земляне. Кха! А мне все равно. Кодекс гласит…. *выслушивает жаркую речь, и терпеливо ждет* Ваше предложение принято, но иного выбора у нас нет. Ожидайте нового охранника. Благодарю.;;;
;И в чем суть задания? Просто сопроводить торговый флот?;36;;
36;Точно. Просто сопроводить торговый флот туда и обратно. Работа нетрудная. Кха!;;;
;Раз все так легко, зачем вам тогда я?;37;;
37;Флот должен охраняться. ;;;
;Хорошо. Значит… куда мне сейчас идти?;38;;
38;Ваш сопровождающий вас проводит. Кха! Я рад, что вы решили нам помочь.;;;
;….;-1;;1
