;К зорсанам меня не  пустили.;8;!reply_zorsan_used && unity_zorsan_ambassador_visited;;reply_zorsan_used
;Говорил с послом бродяг. Он переслал мне кое-какие данные - это поможет нам с Опустошителем. А ещё посла бродяг нет тела.;10;!reply_rogues_used;;reply_rogues_used
;Говорил со всеми. А в самом конце - с Джозефом.;11;!reply_joseph_used;;reply_joseph_used
7;*Рассказ о после борков занимается добрые минуты три.* Понятно. Это меня настораживает, знаешь ли. *Мартан облокачивается на стол и задумчиво смотрит в потолок.* Я бы ему не доверял. Не люблю такую откровенную многожелательность, пусть даже и обоснованную логически.;;;;
;Я говорил с послом клисков. Он кое-что предложил одно скользкое дельце - я отказался.;5;!reply_klisk_pirate_used && klisk_pirate.quest_result=rejected;;reply_klisk_pirate_used
;Я говорил с послом клисков. И согласился на кое-какую работу.;6;!reply_klisk_pirate_used && klisk_pirate.started;;reply_klisk_pirate_used
;К зорсанам меня не  пустили.;8;!reply_zorsan_used && unity_zorsan_ambassador_visited;;reply_zorsan_used
;Говорил с послом бродяг. Он переслал мне кое-какие данные - это поможет нам с Опустошителем. А ещё посла бродяг нет тела.;10;!reply_rogues_used;;reply_rogues_used
;Говорил со всеми. А в самом конце - с Джозефом.;11;!reply_joseph_used;;reply_joseph_used
8;Совершенно не удивлён! *Мартан довольно улыбается.* Как прекрасно, а?;;;;
;Что прекра? стоп, я тебя понимаю. Зорсаны воюют с нами, мы воюем с зорсанами. Всё просто.;9;;;
9;Именно. *Мартан кивает.* Это очевидный враг, в какой-то мере даже честный, отношения с ним очень просты. С остальными народами: клисками или бродягами, всё гораздо, гораздо сложнее. Что дальше?;;;;
;Я говорил с послом клисков. Он кое-что предложил одно скользкое дельце - я отказался.;5;!reply_klisk_pirate_used && klisk_pirate.quest_result=rejected;;reply_klisk_pirate_used
;Я говорил с послом клисков. И согласился на кое-какую работу.;6;!reply_klisk_pirate_used && klisk_pirate.started;;reply_klisk_pirate_used
;Разговор с послом борков был неплохим.;7;!reply_bork_used;;reply_bork_used
;Говорил с послом бродяг. Он переслал мне кое-какие данные - это поможет нам с Опустошителем. А ещё посла бродяг нет тела.;10;!reply_rogues_used;;reply_rogues_used
;Говорил со всеми. А в самом конце - с Джозефом.;11;!reply_joseph_used;;reply_joseph_used
10;Данные - это хорошо. Но? слишком легко они тебе достались, нет? Сомневаюсь, что тебя ждёт лёгкая прогулка. Лучше подготовься. *Мартан говорит твёрдо, но немного взволнованно.* Если не уверен, что готов ко всему - лучше отложи это путешествие.  Что ещё?;;;;
;Я говорил с послом клисков. Он кое-что предложил одно скользкое дельце - я отказался.;5;!reply_klisk_pirate_used && klisk_pirate.quest_result=rejected;;reply_klisk_pirate_used
;Я говорил с послом клисков. И согласился на кое-какую работу.;6;!reply_klisk_pirate_used && klisk_pirate.started;;reply_klisk_pirate_used
;Разговор с послом борков был неплохим.;7;!reply_bork_used;;reply_bork_used
;К зорсанам меня не  пустили.;8;!reply_zorsan_used && unity_zorsan_ambassador_visited;;reply_zorsan_used
;Говорил с послом бродяг. Он переслал мне кое-какие данные - это поможет нам с Опустошителем. А ещё посла бродяг нет тела.;10;!reply_rogues_used;;reply_rogues_used
;Говорил со всеми. А в самом конце - с Джозефом.;11;!reply_joseph_used;;reply_joseph_used
11;Понятно. Молодец. *Улыбнувшись, Мартан дальше говорит своим обычным мягким голосом.* Это хорошо, что ты его навестил. Пусть он и профессионал, но оставаться за главного в таком месте - очень большая ответственность, гигантское напряжение. Не забывай регулярно прилетать к нему. Наверняка у него найдутся ценные данные, либо же ты сможешь ему чем-то помочь. Сам понимаешь - иногда без лёгкого серого физического воздействия не обойтись. Ладно! *Мартан сцепляет пальцы и с громким хрустом разминает их.* С послами мы закончили. Что ещё?;;;;
;По поводу колонии?;12;!reply_colony_used;;reply_colony_used
;Это всё. ;29;reply_colony_used && reply_unity_used;;
12;Я тебя слушаю. Ты знаешь, что начальство хочет услышать. *Мартан смотрит прямо и не моргает.* Если они не услышат того, что им нужно - у тебя должно быть оправдание. ;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
13;Хорошо, я так и передам. Теперь в Аврору будет поступать ещё больше ресурсов. Они нам сейчас очень нужны.;;;;
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
14;Я рад, что ты смог его уговорить. Никому до тебя не удавалось? До улёта в колонию Рич Донахью был лояльнее. *Мартан вздыхает.* Если всё продолжится в том же духе, придётся его менять.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
15;Хорошо. Меньше ресурсов будет утекать из бюджета колонии. Конечно, наверняка тебе пришлось приставлять пистолет к голове Донахью? *Мартан усмехается.* Однако, он сам не понимает, что сейчас мы не можем позволить себе торговлю обработанными ресурсами.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
16;Плохо. *Мартан нахмурился и говорит отрывисто - признак упавшего настроя.* Мы думали, что хоть тебя-то он послушает? Чёрт! Как ты мог облажаться? Ладно? хватит. Что дальше?;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
17;Слушай, ты вообще понимаешь, насколько это важно? Поздравляю. В ближайшие несколько лет нам будет поступать меньше денег, и ответственность за это падёт? *Раскинув руки, Мартан картинно сводит их, указывая пальцами на себя.* Это не говоря уже о проблемах, которые ждут весь проект. Докладывай дальше.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
18;Плохо. Коммерсанты на контракте с Авророй продавали излишки. Пока что мы не можем позволить сотрудничество частных торговцев с инопланетянами? Тебе не удалось - это очень плохо. Продолжай доклад.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
19;"Ха. Пообещал? Ну, что же? *Усмехнувшись, Мартан состраивает самое бесстрастное лицо, которое только может, и говорит.* ""В данный момент мы не можем позволить увеличить финансирование"". Так ему и передай.";;;;
;Хм. А если бы тебя спросил я, а не он? Для себя?;20;;;
20;Для себя? Я бы ответил, что Авроре, в данный момент, не выгодно позволять колонии расти. Ограничение финансирования - часть стратегии заморозки развития. Донахью, если он не дурак, сам это прекрасно понимает. Наверняка понимает. Тогда зачем он тебя об этом попросил?.. *Мартан резко встряхивает головой.* Давай в другой раз об этом. Нам ещё есть что обсудить.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
21;Да? Ну, что поделаешь. Он же не попал?;;;;
;Ты издеваешься?;22;;;
22;Если бы попал - я бы лично купил тебе новый мундир? Ха-ха! Шучу. Тебе бы выдали его бесплатно. Зачем ты забиваешь голову такой чепухой? ;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
23;Конечно. Куда же без контрабандистов в таком удалённом от метрополии месте, да? Это, конечно, проблема, но с ней Аврора пока что ещё готова мириться. Поверь мне: как только мы разберёмся с зорсанами и с Опустошителем? *Мартан покачивает головой.* Всей это швали в колонии будет мало места.;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
;Торговля с инопланетянами заморожена? но продлить её Рич отказался.;18;!reply_embargo_used && metropole_burden.embargo_signed=false;;reply_embargo_used
;Слушай, я обещал Донахью узнать? почему вы режете его запросы? Запросы на повышение медицинского и военного финансирования были отклонены. В чём дело?;19;!reply_colony_request_used && metropole_burden.bring_colony_requests;;reply_colony_request_used
;Хочешь комментарий не по теме? Нас там не очень любят. Какой-то местный активист попытался кинуть в меня куском глины, облитой кровью!;21;!reply_agressive_end_used && metropole_burden.agressive_end;;reply_agressive_end_used
;А ты знаешь, что колонисты всё равно торгуют с инопланетянами?;23;!reply_document_found_used && metropole_burden.documents_found;;reply_document_found_used
;Я не знаю, важно ли это? некоторые из солдат, проходящих службу в колонии, аугментированы. Ты знал об этом?;24;!reply_augmentation;;reply_augmentation
;Колония - очень суровое место. Людям там нелегко. Аврора пытается тянуть с них все соки.;26;!reply_opinion;;reply_opinion
;Кажется, с этим закончили? Слушай, а к чему эти подписи? Аврора же может просто приказать и всё.;28;reply_taxes_used && reply_dues_used && reply_embargo_used;;
24;Аугментированы? А что, в колонии? *Твой начальник хмурит лоб и что-то ищет в своём планшете.* Странно. Туда таких систем не посылали. Пока что это закрытая разработка.;;;;
;Мне кажется, это аугментации бродяг. Какие-то особые. На самих бродягах я таких не видел.;25;;;
25;Да? Я доложу об этом наверх. Информация интересная. ;;;;
;Повышение налогов одобрено. Всё в порядке.;13;!reply_taxes_used && metropole_burden.taxes_signed=true;;reply_taxes_used
;Донахью подписал указание о повышении пошлин.;14;!reply_dues_used && metropole_burden.dues_signed=true;;reply_dues_used
;Заморозка торговли с инопланетянами продлена, всё как ты мне сказал.;15;!reply_embargo_used && metropole_burden.embargo_signed=true;;reply_embargo_used
;Секретарь отказался поставить подпись. Налоги не повышены.;16;!reply_taxes_used && metropole_burden.taxes_signed=false;;reply_taxes_used
;С пошлинами не удалось. Я не смог его уговорить.;17;!reply_dues_used && metropole_burden.dues_signed=false;;reply_dues_used
